club_name,province,city,city_source,region,website,email,phone,leagues,type,lat,lon,postal_code,place_id,geo_precision,social,contact_person,contact_note,website_status,address,formatted_address,leader,sources,source_count,row_count,oba_affiliated,team_derived,aliases,evidence_url,claimable,domain_claim_ok,domain_claim_reason,last_verified,stale,audience,needs_review
GP Elite Basketball Club Inc.,Alberta,Grande Prairie,source,Rest of Alberta,http://www.gpelitebasketballclub.ca,gpelite23@outlook.com,,,private club,,,,,,,,,,,,,census-2026-07,1,1,,,GP Elite Basketball Club Inc.,https://www.abbasketball.ca/content/Alberta-Club-Map,yes,yes,canadian-tld,2026-07,,youth,
GP Gilas Basketball (Grande Prairie Gilas Basketball Club),Alberta,Grande Prairie,source,Peace Country / Northwest Alberta,https://grandeprairiegilasbasketball.com/,gpgilasbasketball@gmail.com,780-605-0947,Spring club tournament circuit (Alberta),community nonprofit (multicultural),,,,,,,,,,,,,census-2026-07,1,1,,,GP Gilas Basketball (Grande Prairie Gilas Basketball Club),https://grandeprairiegilasbasketball.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
GTS Hoop Factory — Lloydminster Youth Basketball,Alberta,Lloydminster,source,Rest of Alberta,https://www.gtshoopfactory.com/,gtshoopfactory@gmail.com,780-214-1221,,private academy / multi-sport facility,,,,,,,,,,,,,census-2026-07,1,2,,,GTS Hoop Factory (Golden Ticket Sports Inc.) | GTS Hoop Factory — Lloydminster Youth Basketball,https://www.gtshoopfactory.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Hanna Basketball (Hanna Wildcats),Alberta,Hanna,source,Rest of Alberta,,,,,community club,,,,,,,,,,,,,census-2026-07,1,1,,,Hanna Basketball (Hanna Wildcats),https://abbasketball.ca/content/2022-2023-clubs-amp-community-groups-in-good-standing,,,no-website,2026-07,,youth,
Hay Lakes Hydra,Alberta,Hay Lakes,source,Rest of Alberta,,aholba8181@gmail.com,,,community club,,,,,,,,,,,,,census-2026-07,1,1,,,Hay Lakes Hydra,https://www.abbasketball.ca/content/Alberta-Club-Map,yes,,no-website,2026-07,,youth,
Highway 11 Athletics,Alberta,Red Deer area (Highway 11 corridor),source,Central Alberta,,,,,competitive club,52.2690328,-113.8114955,,ChIJmZIRRylUdFMRsEQWRJCjAAU,APPROXIMATE,,,,,,"Red Deer, AB, Canada",,"census-2026-07,geocode",2,2,,,Highway 11 Athletics,https://maps.googleapis.com/maps/api/geocode/json,,,no-website,2026-07,,youth,
Hoop Dreams Basketball,Alberta,Edmonton,source,"Edmonton metro, AB",https://www.hoopdreamsbasketball.ca/,info@hoopdreamsbasketball.ca,780-298-7238,EYBA Fall/Winter League,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Hoop Dreams Basketball,https://www.hoopdreamsbasketball.ca/,yes,yes,canadian-tld,2026-07,,youth,
HPAD Basketball (Heritage Pack Athletic Development),Alberta,Edmonton,source,"Edmonton metro, AB",https://www.hpadbasketball.com/,hpadbasketball@gmail.com,780-238-0814,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,HPAD Basketball (Heritage Pack Athletic Development),https://www.hpadbasketball.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
HYPE Hoops Basketball Club (Hype Hoops and Athletics),Alberta,Red Deer,source,Rest of Alberta,https://hypehoops.ca/,reid@hypehoops.ca,,11U/13U); Alberta club/travel tournament circuit (province-wide); HYPE community grassroots leagues (operates,community club (grassroots + competitive),,,,,,FB @hypehoops.ca; IG @hypehoops.ca,,,,,,,"census-2026-07,website-scrape",2,2,,,HYPE Hoops Basketball Club (Hype Hoops and Athletics),https://hypehoops.ca/,yes,yes,canadian-tld,2026-07,,youth,
ICONS Basketball Club,Alberta,Calgary,source,Calgary metro,https://iconsbasketball.ca/,admin@iconsbasketball.ca,,,private club,,,,,,,,,,,,,"census-2026-07,website-scrape",2,2,,,ICONS Basketball Club,https://abbasketball.ca/content/2022-2023-clubs-amp-community-groups-in-good-standing,yes,yes,canadian-tld,2026-07,,youth,
Infinity Basketball Club,Alberta,La Crete,source,Rest of Alberta,,infinitylacrete@gmail.com,780-841-5667,AYBC — Association of Alberta Youth Basketball Clubs,community club,,,,,,,,,,,,,census-2026-07,1,1,,,Infinity Basketball Club,https://www.aybc.ca/2020-club-members-1/infinity-basketball-club,yes,,no-website,2026-07,,youth,
JDL Athletics,Alberta,Peace River,source,Rest of Alberta,https://www.instagram.com/jdl_athletics/,peaceriversnyb@gmail.com,780-618-6728,,private training program / community SNYB operator,,,,,,,,,,,,,census-2026-07,1,1,,,JDL Athletics,https://www.abbasketball.ca/content/Alberta-Club-Map,yes,,unverified-single-source-non-ca,2026-07,,youth,
Jr. Horns Basketball (University of Lethbridge Pronghorns junior program),Alberta,Lethbridge,source,Southern Alberta,https://gohorns.ca/sports/2026/2/12/jr-horns-programs.aspx,kenny.otieno@uleth.ca,,Club tournament circuit (Pronghorn Invitational; Genesis Classic Calgary); Prairie Elite Basketball League (PEBL) — junior teams of prairie universities,university-affiliated academy/club,,,,,,,,,,,,,census-2026-07,1,2,,,Jr. Horns Basketball (University of Lethbridge Pronghorns junior program) | Junior Horns Basketball (University of Lethbridge),https://gohorns.ca/sports/2026/2/12/jr-horns-programs.aspx,yes,yes,canadian-tld,2026-07,,youth,
Junior Bears Basketball Club (University of Alberta),Alberta,Edmonton,source,Edmonton metro,https://bearsandpandas.ca/sports/2020/10/21/junior-bears-basketball-club.aspx,,,,multi-sport org (university varsity-extension program),,,,,,FB @UABWrestling; FB @UAPandasHockey; FB @University-of-Alberta-Pandas-Tennis-1200; FB @University-of-Alberta-Track-Field-103652,,,,,,,"census-2026-07,website-scrape",2,2,,,Junior Bears Basketball Club (University of Alberta),https://bearsandpandas.ca/sports/2020/10/21/junior-bears-basketball-club.aspx,,yes,canadian-tld,2026-07,,youth,
Junior Griffins Basketball (MacEwan University),Alberta,Edmonton,source,Edmonton metro,https://www.macewangriffins.ca/camps/jrgriffins,,,,multi-sport org (university camp program),,,,,,,,,,,,,census-2026-07,1,1,,,Junior Griffins Basketball (MacEwan University),https://www.macewangriffins.ca/camps/jrgriffins,,yes,canadian-tld,2026-07,,youth,
Lakers (Calgary),Alberta,Calgary,source,"Calgary metro, AB",,jejensen@gmail.com,403-614-4929,AYBC — Alberta Youth Basketball Clubs circuit; AYBC — Association of Alberta Youth Basketball Clubs,community club (parent/coach-run),,,,,,,,,,,,,census-2026-07,1,1,,,Lakers (Calgary),https://www.aybc.ca/2020-club-members-1/lakers,yes,,no-website,2026-07,,youth,
Leduc & County Basketball Association (LCBA / Leduc Lightning),Alberta,Leduc,source,"Leduc County, Edmonton metro",https://www.leduclightning.com/,communications@leduclightning.com,,EYBA Fall/Winter League,community nonprofit,,,,,,IG @leduccommunitybasketball,,,,,,,"census-2026-07,website-scrape",2,2,,,Leduc & County Basketball Association (LCBA / Leduc Lightning),https://www.leduclightning.com/content/team-tiering-information,yes,yes,website-corroborated,2026-07,,youth,
Lee Loewen Basketball,Alberta,Calgary,source,"Calgary metro, AB",,loewenlee@gmail.com,403-921-0411,AYBC — Alberta Youth Basketball Clubs circuit,community club / trainer-run,,,,,,,,,,,,,census-2026-07,1,1,,,Lee Loewen Basketball,https://www.aybc.ca/2020-club-members-1/lee-loewen-basketball,yes,,no-website,2026-07,,youth,
Legacy Athletics / ITD Panthers Basketball Club,Alberta,Edmonton,source,Edmonton metro (southeast),https://www.legacyathletics.ca/,info@legacyathletics.ca,,EYBA Fall/Winter League; EYBA Spring League,private academy / multi-sport facility with club teams,,,,,,FB @2008; FB @Legacy-Athletics-103502618601049; IG @genesis.yeg; IG @legacyathleticsbasketball,,,,,,,"census-2026-07,website-scrape",2,2,,,Legacy Athletics / ITD Panthers Basketball Club,https://www.legacyathletics.ca/,yes,yes,canadian-tld,2026-07,,youth,
Legends Basketball (YYC),Alberta,Calgary,source,"Calgary metro, AB",https://www.facebook.com/legendsbasketball.yyc/,darryl.movefree@gmail.com,,,community club / skills program,,,,,,FB @legendsbasketball.yyc,,,,,,,"census-2026-07,website-scrape",2,2,,,Legends Basketball (YYC),https://www.facebook.com/legendsbasketball.yyc/,yes,yes,website-corroborated,2026-07,,youth,
Lethbridge Blazers,Alberta,Lethbridge,source,Rest of Alberta,,,,,community club,,,,,,,,,,,,,census-2026-07,1,1,,,Lethbridge Blazers,https://abbasketball.ca/content/who-are-members,,,no-website,2026-07,,youth,
Lethbridge Cougars Basketball Club,Alberta,Lethbridge,source,Rest of Alberta,https://lethbridgecougars.ca/lcbc/,,403-393-4871,,community club,,,,,,,,,,,,,"census-2026-07,website-scrape",2,2,,,Lethbridge Cougars Basketball Club,https://lethbridgecougars.ca/lcbc/,yes,yes,canadian-tld,2026-07,,youth,
Lethbridge Minor Basketball Association (LMBA),Alberta,Lethbridge,source,Rest of Alberta,https://lethbridgebasketball.ca/,lethbridgebasketball@gmail.com,,AYBC/provincial spring club tournament circuit; LMBA house leagues (Lethbridge Minor Basketball Association); Lethbridge Minor Basketball Association (LMBA) leagues (operates),community nonprofit,,,,,,FB @2008; FB @LMBALethbridge; IG @lethbridgebasketball,,,,,,,"census-2026-07,website-scrape",2,2,,,Lethbridge Minor Basketball Association (LMBA),https://lethbridgebasketball.ca/about/,yes,yes,canadian-tld,2026-07,,youth,
Level Up Camps (Sherwood Park basketball camps),Alberta,Sherwood Park,source,"Strathcona County, Edmonton metro",https://www.levelupcamps.ca/,,,,"private academy (camp provider, basketball/golf/gaming)",,,,,,,,,,,,,census-2026-07,1,1,,,Level Up Camps (Sherwood Park basketball camps),https://www.levelupcamps.ca/basketballcamps/sherwoodparkmorning-sz3ka-wsd3b,,yes,canadian-tld,2026-07,,youth,
Lloydminster Filipino-Canadian Basketball Association (LFCBA),Alberta,Lloydminster,source,East-Central Alberta / Border City (AB-SK),,,639-536-4092,,community cultural association,,,,,,,,,,,,,census-2026-07,1,1,,,Lloydminster Filipino-Canadian Basketball Association (LFCBA),https://www.lloydminster.ca/recreation-culture-community/clubs-and-community-groups/,yes,,no-website,2026-07,,youth,
Lloydminster Minor Basketball Association (a.k.a. Lloydminster Youth Basketball Inc.),Alberta,Lloydminster,source,Rest of Alberta,https://www.facebook.com/p/Lloydminster-Minor-Basketball-Association-61558519229133/,,306-307-8788,Local/regional youth league and tournament play (AB-SK border region),community nonprofit,,,,,,FB @contactus; FB @lloydyouthbasketball,,,,,,,"census-2026-07,website-scrape",2,5,,,"Lloydminster Minor Basketball Association (Lloydminster Youth Basketball, Inc.) | Lloydminster Minor Basketball Association (a.k.a. Lloydminster Youth Basketball Inc.) | Lloydminster Youth Basketball Club Ltd.",https://www.facebook.com/p/Lloydminster-Minor-Basketball-Association-61558519229133/,yes,yes,website-corroborated,2026-07,,youth,
Lloydminster Renegades,Alberta,Lloydminster,source,Rest of Alberta,,jeffreygeraldwilson@gmail.com,639-840-0947,AYBC — Association of Alberta Youth Basketball Clubs,community club,,,,,,,,,,,,,census-2026-07,1,1,,,Lloydminster Renegades,https://www.aybc.ca/2020-club-members-1/lloydminster-renegades,yes,,no-website,2026-07,,youth,
Magrath Rockets / Pandas,Alberta,Magrath,source,Southern Alberta,,,403-758-3366,Alberta Basketball Youth Provincials,community club,,,,,,,,,,,,,census-2026-07,1,1,,,Magrath Rockets / Pandas,http://www.abbasketball.ca/content/association-amp-club-listing,yes,,no-website,2026-07,,youth,
Magrath youth basketball (Magrath Rockets / Magrath Pandas),Alberta,Magrath,source,Rest of Alberta,,,,Alberta Basketball Youth Provincials (YP),community club,,,,,,,,,,,,,census-2026-07,1,1,,,Magrath youth basketball (Magrath Rockets / Magrath Pandas),https://abbasketball.ca/content/who-are-members,,,no-website,2026-07,,youth,
Making Hoops Basketball Club,Alberta,Fort McMurray,source,Wood Buffalo / Northeast Alberta,https://www.facebook.com/MakinHoopsClub/,,(780) 370-5437,,private club/program,,,,,,FB @MakinHoopsClub,,,,,,,"census-2026-07,website-scrape",2,2,,,Making Hoops Basketball Club,https://www.facebook.com/MakinHoopsClub/,yes,yes,website-corroborated,2026-07,,youth,
Medicine Hat Community Basketball Association (MHCBA),Alberta,Medicine Hat,source,Southeastern Alberta,,,,Med Hat Minor Basketball League (operator),community nonprofit (league operator),,,,,,,,,,,,,census-2026-07,1,1,,,Medicine Hat Community Basketball Association (MHCBA),https://rangersbasketballclub.ca/,,,no-website,2026-07,,youth,
Medicine Hat Golden Hawks Basketball Club,Alberta,Medicine Hat,source,Southeastern Alberta,https://www.goldenhawksbasketballclub.com/,medicinehatgoldenhawks@outlook.com,,AYBC — Association of Alberta Youth Basketball Clubs; Spring club tournament circuit,competitive club (spring),,,,,,,,,,,,,census-2026-07,1,1,,,Medicine Hat Golden Hawks Basketball Club,https://www.goldenhawksbasketballclub.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
MENA Basketball (MENA Basketball Foundation),Alberta,Calgary,source,Calgary metro,https://mena.basketball/,zeiad@mena.basketball,(403) 903-3650,AAU/showcase circuits (International Circuit travel team); AYBC — Alberta Youth Basketball Clubs circuit; AYBC — Association of Alberta Youth Basketball Clubs,private academy / foundation,,,,,,,,,,,,,census-2026-07,1,1,,,MENA Basketball (MENA Basketball Foundation),https://mena.basketball/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Misfits Basketball,Alberta,Calgary,source,"Calgary metro, AB",,dipahasan@gmail.com,403-604-4717,AYBC — Alberta Youth Basketball Clubs circuit; AYBC — Association of Alberta Youth Basketball Clubs,community club (parent/coach-run),,,,,,,,,,,,,census-2026-07,1,2,,,Misfits | Misfits Basketball,https://www.aybc.ca/2020-club-members-1/misfits,yes,,no-website,2026-07,,youth,
Morinville Youth Basketball Association (MYBA),Alberta,Morinville,source,"Sturgeon County, Edmonton metro",http://www.morinvilleyouthbasketball.com/,ask.myba@gmail.com,,EYBA Fall/Winter League,community nonprofit,,,,,,FB @morinvilleyouthbasketball; IG @morinvilleyouthbasketball,,,,,,,"census-2026-07,website-scrape",2,2,,,Morinville Youth Basketball Association (MYBA),http://www.morinvilleyouthbasketball.com/,yes,yes,website-corroborated,2026-07,,youth,
NCBC Thunder Basketball (North Central Basketball Club),Alberta,Calgary,source,"Calgary metro, AB",http://thunderbasketball.ca/,registrar@thunderbasketball.ca,(403) 973-6665,CMBA Fall/Winter League; CMBA Spring League,community club,,,,,,FB @ncbcthunder,,,,,,,"census-2026-07,website-scrape",2,3,,,Calgary Thunder Basketball Club | NCBC Thunder Basketball (North Central Basketball Club),https://www.sportsengine.com/org/calgary-thunder-basketball-club,yes,yes,canadian-tld,2026-07,,youth,
No Limit Elite,Alberta,Calgary,source,Calgary metro,,,,,private club,,,,,,,,,,,,,census-2026-07,1,1,,,No Limit Elite,https://abbasketball.ca/content/2022-2023-clubs-amp-community-groups-in-good-standing,,,no-website,2026-07,,youth,
North East Basketball Association (NEBA),Alberta,Edmonton,source,Edmonton metro (northeast quadrant),http://northeastbasketball.com/,info@northeastbasketball.com,,EYBA Fall/Winter League; EYBA Spring League,community nonprofit,,,,,,FB @North-East-Basketball-Association-164858,,,,,,,"census-2026-07,website-scrape",2,2,,,North East Basketball Association (NEBA),http://northeastbasketball.com/,yes,yes,website-corroborated,2026-07,,youth,
Northern Hoops Selects Club Basketball,Alberta,Edmonton,source,Edmonton metro,,,,Alberta Basketball Youth Provincials (YP); EYBA Fall/Winter League,club (type unpublished),,,,,,,,,,,,,census-2026-07,1,1,,,Northern Hoops Selects Club Basketball,http://www.eyba.ca/team/9993/281/4584/227689,,,no-website,2026-07,,youth,
Northern Trailblazers Basketball Association,Alberta,Fort McMurray,source,Wood Buffalo / Northeast Alberta,https://northerntrailblazers.com/,,780-881-2968,Alberta Basketball Youth Provincials; Northern Trailblazers House Leagues (Fort McMurray); Northern Trailblazers House Leagues (operates); Spring/summer club tournament circuit,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Northern Trailblazers Basketball Association,https://northerntrailblazers.com/index.php/about-us/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Northside Hoops,Alberta,Edmonton,source,"Edmonton metro, AB",,,,EYBA Fall/Winter League,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Northside Hoops,https://www.abbasketball.ca/content/northside-hoops,,,no-website,2026-07,,youth,
Northwest Bulldogs,Alberta,Calgary,source,"Calgary metro, AB",,piccirillojeff@gmail.com,587-226-2080,AYBC — Alberta Youth Basketball Clubs circuit,community club (parent/coach-run),,,,,,,,,,,,,census-2026-07,1,1,,,Northwest Bulldogs,https://www.aybc.ca/2020-club-members-1/northwest-bulldogs,yes,,no-website,2026-07,,youth,
Northwest Zone Basketball Association (NWBA/NWZBA),Alberta,Edmonton,source,Edmonton metro (northwest quadrant),http://northwestbasketball.ca/,info@northwestbasketball.ca,,EYBA Fall/Winter League; EYBA Spring League,community nonprofit,,,,,,IG @nwbballyeg,,,,,,,"census-2026-07,website-scrape",2,2,,,Northwest Zone Basketball Association (NWBA/NWZBA),http://northwestbasketball.ca/,yes,yes,canadian-tld,2026-07,,youth,
NW Edmonton Ballers Club (Elite Knights),Alberta,Edmonton,source,"Edmonton metro, AB",https://www.nwebc.ca/,info@nwebc.ca,780-908-8059,,private academy,,,,,,,,,,,,,census-2026-07,1,2,,,NW Edmonton Ballers Club (Elite Knights) | NorthWest Edmonton Ballers Club (NWEBC),https://www.nwebc.ca/,yes,yes,canadian-tld,2026-07,,youth,
NW Warriors,Alberta,Calgary,source,"Calgary metro, AB",,pushkar.chicago@gmail.com,403-993-0419,AYBC — Alberta Youth Basketball Clubs circuit,community club (parent/coach-run),,,,,,,,,,,,,census-2026-07,1,1,,,NW Warriors,https://www.aybc.ca/2020-club-members-1/nw-warriors,yes,,no-website,2026-07,,youth,
