Club Name,Province,Region,City,Address,Phone,Email,Website,Owner/Principal,Programs,Leagues,Team-League Map,Type,Software,Confidence,Source,Notes
Le L.A.B. (Laboratoire Athlète Basket / Espace Le Lab),Quebec,Mauricie,Shawinigan,,819-852-5310,info@espacelelab.ca,http://espacelelab.ca,Stéphanie Boisvert — contact in Basketball Québec directory (role unspecified),"Nonprofit: mini-basketball fall/winter sessions, year-round basketball skills camps, summer day camp, flag-football, secondary-school basketball profile program",,,"community nonprofit (basketball-first, some multi-sport)",,verified,http://espacelelab.ca,
LaSalle Leaders (Leaders Basketball Program),Quebec,Greater Montréal — Lac St-Louis,Montréal (LaSalle),,514-833-1214,robert.gibbs@leadersbasketball.com,https://leadersbasketball.com/,Robert Gibbs — program lead (Basketball Québec contact),"300-350 youth ages 6-17 from LaSalle/Verdun; competitive teams + internal recreational league; novice through juvenile, boys and girls",Montreal Basketball League (MBL),"Competitive teams (Benjamine AAA, Cadet AAA, Bantam Girls AAA, etc.) as 'Lasalle Leaders' in MBL; rec plays in-house",community nonprofit,Amilia (store/registration),verified,https://leadersbasketball.com/pages/novice,
West Island Outdoor Basketball League (WIOBL),Quebec,Greater Montréal — Lac St-Louis,Pointe-Claire (West Island),,,,https://www.wiobl.com/,,Summer outdoor youth basketball league,West Island Outdoor Basketball League (WIOBL),,community nonprofit,,primary,https://www.wiobl.com/en/page/about_us.html,League organization (not previously in mapped-league list) — GTM lead
Club de basketball Les Tornades de Longueuil,Quebec,Greater Montréal — Rive-Sud,Longueuil,,(514) 908-2219,tornadesbasketball@gmail.com,https://tornades.org/,Julie Craighero — contact (Basketball Québec listing),"Petit basket to ouvert, boys and girls; summer day camp (Camp de jour)",Montreal Basketball League (MBL),'Tornades' teams in MBL,community nonprofit,WordPress site; merchandise/registration via VPA Canada (vpacanada.com/boutique/tornades),verified,https://tornades.org/,
Association de Basketball de Lanaudière (LANO),Quebec,Greater Montréal — Lanaudière,Repentigny,"223 Rue Jacques Plante, Repentigny, QC J5Y 0B4",(514) 688-5266,doyona22@hotmail.com,https://www.lano.qc.ca/,Alain Doyon — contact/lead (long-time PSO + Basketball Québec contact),"Recreational teams ages 3-17, competitive training, spring/summer programs, sport-études; region-wide across Lanaudière MRCs; recognized by Basketball Québec since 2004",,,community nonprofit,Amilia (app.amilia.com/store/en/lano),verified,https://www.lano.qc.ca/,"Trains at Complexe Sportif Gilles-Tremblay, Repentigny"
MBS Basketball (MBS Basketball Training Club),Quebec,Capitale-Nationale,Québec City,"75 Rue de Maisonneuve (St. Patrick's High School), Québec, QC G1R 2V7",418-953-7504,,https://www.mbsbasketball.ca/,"Modibo Diarra — founder/head trainer (6'10"" former NBL Canada player, Saint John Mill Rats)","Mini MBS (grades 2-4, ~ages 7-8+), regular group training, elite program, private training, summer camps; boys and girls trained separately; teams travel to US tournaments (Boston, Maine, Massachusetts, New York) and Quebec regional tournaments",,No league play published; competes via US/Quebec tournaments,private academy,,primary,https://www.mbsbasketball.ca/,
LANO — Association de basket-ball de Lanaudière,Quebec,"Lanaudière, QC","Repentigny (serves Joliette, Terrebonne, Mascouche, Charlemagne, L'Assomption, Lavaltrie)","223 rue Jacques Plante, Repentigny, QC J5Y 0B4",514-688-5266,doyona22@hotmail.com,https://www.lano.qc.ca/,Alain Doyon — long-time head/contact (Basketball Québec registry and PSO PDF),Recreational teams ages 3-17; competitive formations petit basket through juvénile M/F; Sport-Études program for secondary students; summer camps,,Runs its own recreational programming; competitive league affiliations not published on site,community nonprofit (incorporated 2004-04-15),Amilia (app.amilia.com/store/en/lano),verified,https://www.lano.qc.ca/,"Regional umbrella club whose catchment explicitly includes Joliette. Based in Repentigny, so it may also appear in a Montreal-couronne census — dedupe on name."
Granby Multi-Sports (basketball programming),Quebec,"Montérégie (Haute-Yamaska), QC",Granby,"601 rue Léon-Harmel, Granby, QC J2G 3G6",450-776-8350,info@gmsgranby.org,https://granbymultisports.ca/activite/mini-basket/,"Marie-Pier Painchaud — Directrice générale (board president: Michel Gévry, président du CA)",Youth basketball courses (mini-basket page; instructor from Cégep de Granby team; next registrations fall 2026; boys 10-12 two levels) plus women's 16+ open-play basketball,,,multi-sport org,City of Granby registration platform (inscriptions.granby.ca),primary,https://granbymultisports.ca/activite/mini-basket/,"TYPE: multi-sport community nonprofit; basketball = mini-basket program (not a standalone basketball club). Office hours Mon–Thu 8h–12h / 13h–16h30. Leadership per org's own AGA announcement (April): DG Marie-Pier Painchaud, président du CA Michel Gévry; treasurer Mario Barabé; new board members Émilie Laliberté, Jean-Philippe Primeau, Yves Poirier (pickleball). RISK FLAGS for GTM timing (headlines seen, not fully verified/dated): La Voix de l'Est reported a past 'rupture du contrat du directeur général' (https://www.lavoixdelest.ca/actualites/granby-multi-sportsrupture-du-contrat-du-directeur-general-ecf8bcd1d694a3378f08bbf170e14f6b) and Le Granby Express reported the City of Granby repatriating Granby Multi-Sports operations (https://www.granbyexpress.com/municipal/la-ville-rapatrie-granby-multi-sports-et-vie-culturelle-et-communautaire/) — org may be transitioning to municipal control; verify current structure before pitching. SOURCES: https://granbymultisports.ca/activite/mini-basket/ ; https://granbymultisports.ca/assemblee-generale-annuelle-de-granby-multi-sports/"
Uptown Montreal Basketball (Uptown Huskies),Quebec,Greater Montréal — Montréal,Montréal,,438-274-5750,oliviabrown948@yahoo.ca,https://uptownmontrealbasketball.org/,Olivia Brown — contact (Basketball Québec listing),Girls-only program ('sisterhood' development focus),Montreal Basketball League (MBL),'Uptown Huskies' in MBL girls divisions,community nonprofit,,verified,https://uptownmontrealbasketball.org/,
"Basketball, Association du Secteur Est (BASE)",Quebec,"Outaouais, QC",Gatineau (secteur Est — Buckingham/Masson-Angers),,819-639-7542,basketball.secteurest@gmail.com,,Joel Belleau — contact per Basketball Québec regional registry,,,,community nonprofit,,primary,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/outaouais.html,Listed in the Basketball Québec Outaouais registry; no website found. Serves Gatineau's east sector.
MBS Basketball (École de basketball de Modibo),Quebec,Capitale-Nationale,Québec City,"75 Rue de Maisonneuve, Québec, QC G1R 2V7",(418) 953-7504,modibo@mbsbasketball.ca,https://www.mbsbasketball.ca/,"Modibo Diarra — founder/director (6'10"" former NBL Canada player, Saint John Mill Rats)","Training school ages 6-19: mini-basketball, group training, private lessons, elite training program, summer camps",,,private academy / training school,,verified,https://www.mbsbasketball.ca/,"Private training academy (camps + youth training school). Address is its facility at St. Patrick's High School. Sources: homepage https://www.mbsbasketball.ca/ and contact page https://www.mbsbasketball.ca/contact/ (address, phone, email, founder bio). No third-party registration platform observed (registration via own site)."
"BASE — Basketball, Association du Secteur Est",Quebec,"Outaouais, QC",Gatineau,,819-639-7542,basketball.secteurest@gmail.com,,Joel Belleau — Basketball Québec registry contact,,,,community nonprofit,,primary,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/outaouais.html,PSO registry entry only; no web presence found beyond Basketball Québec Outaouais page.
Association de Basketball Born Again (BABE),Quebec,Greater Montréal — Montréal,Montréal,,514-571-4964,pwhenry79@gmail.com,http://www.bornagainbasketball.com,Pierre-Watson Henry — contact/lead,Youth basketball ('Born Again Basketball Enlightenment'),,,community nonprofit,,primary,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,
Institut de développement sportif de Québec,Quebec,Capitale-Nationale,Québec City (Lac-Beauport),,418-805-3145,melgauthier07@gmail.com,,Mélanie Gauthier (PSO-listed contact; also EMBQ administration),,,,community nonprofit (apparent umbrella/affiliate of EMBQ — same contact and phone),,reported,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/quebecchaudiere-appalaches.html,Listed separately from EMBQ in Basketball Québec's Québec/Chaudière-Appalaches network directory; likely the corporate entity behind EMBQ programming.
Association du Basketball de Rimouski (ABR),Quebec,Bas-Saint-Laurent,Rimouski,"C.P. 81, Rimouski, QC G5L 7B7",418-509-9730,basketrimouski@gmail.com,https://basketballrimouski.com/,Board of directors (CA 2025-26 announced; names not published on site); Geneviève Renard listed as PSO registry contact (418-318-4215),"Recreational house-league division 300+ youth (Dribbleurs, Moustique, Atome, Avancé — NBA-named teams); competitive 'Centre de développement Mini Sélect' (~90 athletes, grades 3-4 and 5-6, boys/girls); summer camps; Christmas tournament; Tournoi Richard-Savard; annual gala; 'de petit basket à ouvert' per PSO PDF",ABR in-house recreational league (house league),Recreational teams → ABR house league; Mini Sélect (grades 3-6) → development-centre program (external league not published),community nonprofit,Sygaction (app2.sygaction.com),verified,https://app2.sygaction.com/associationdubasketballderimouski/,Largest youth basketball org in eastern Quebec (Bas-St-Laurent)
Association de basketball de Gatineau (ABG),Quebec,"Outaouais, QC",Gatineau,"Venues: École du Plateau, 145 rue de l'Atmosphère, Gatineau J9A 3G3; Centre sportif de Gatineau, 850 boul. de la Gappe, Gatineau J8T 7T7",819-360-5490,info@basketballgatineau.com,https://www.basketballgatineau.com/,Rico Lavoie — directeur général (per ABG AGA notice); Gabriel Pichette — Basketball Québec registry contact,"Rec: Ligue de basketball de Gatineau (LBG) Mini-basket, grades 1-6, three 8-week sessions/yr; development league; competitive Dragons de Gatineau + Gatineau Elite ages 10-18; École de basketball de Gatineau (sport-études) ages 12-18; summer camps. Serves Aylmer/Hull/Gatineau sectors, ~500 players, ~100 volunteers","Ligue de mini-basket de Gatineau (LMBG) / Ligue de basketball de Gatineau — Mini-basket (ABG operates it); Ligue de mini-basket de Gatineau (LMBG/LBG — operated by ABG); National Capital Hoops Circuit (Ottawa, ON)","LBG Mini-basket = ABG's own rec league (site section /abg/rec/lbg-mini/, formerly /abg/rec/lmbg/). League for Dragons/Gatineau Elite competitive teams not published on site",community nonprofit,Self-hosted WordPress + WooCommerce store for registrations (basketballgatineau.com/produit/...),verified,https://www.basketballgatineau.com/,The city's main minor-basketball association; also listed in BQ Outaouais PDF (contact Richard Saucier — dated).
Institut de développement sportif de Québec,Quebec,Capitale-Nationale,Lac-Beauport,,418-805-3145,melgauthier07@gmail.com,,Mélanie Gauthier — contact (same person as EMBQ administration),Sport development institute; appears to be the umbrella/sport-études entity affiliated with EMBQ,,,nonprofit sport institute (EMBQ-affiliated),,primary,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/quebecchaudiere-appalaches.html,Listed as separate affiliated organization in Basketball Québec's regional network directory; shares contact with EMBQ
Parc Ex Knights (Centre des Loisirs du Parc),Quebec,Greater Montréal — Montréal,Montréal (Parc-Extension),"Complexe William-Hingston, Parc-Extension, Montréal",514-277-6471,comptable@loisirsduparc.org,https://loisirsduparc.org/,Nelson Ossé — program director (Radio-Canada profile),"Youth basketball incl. AAA competitive teams, summer camps",Montreal Basketball League (MBL),Juvenile and other AAA teams as 'Parc Ex' in MBL,community nonprofit,,verified,https://www.basketballmontreal.org/fr/page/organisations/parc_ex.html,Basketball arm of Loisirs du Parc community centre
Club de basketball Bleu et Or de Jonquière,Quebec,Saguenay–Lac-Saint-Jean,Saguenay (Jonquière),,418-590-2396,derek.cote.esk@gmail.com,http://bleuetor.ca,Derek Côté — contact in Basketball Québec directory (role unspecified); Jean Ménard listed in older PSO PDF (418-376-4281),"Mini-basket through juvénile (petit basket, mini, atome, benjamin, cadet, juvénile, boys & girls per PSO PDF); summer mini-basket camps ages 8-12",,,community nonprofit,Qidigo (camp/program registration),verified,http://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/saguenay_lac_saint-jean.html,PSO PDF's 'Club de Basket-ball Jonquière' appears to be the same/predecessor entity; bleuetor.ca DNS currently failing but listed as official site by BQ
Club de Basketball de Montréal-Nord (CBMN),Quebec,Greater Montréal — Montréal,Montréal (Montréal-Nord),,514-472-0223,info@cbmn.ca,http://www.cbmn.ca,Wilmann Edouard — club contact (PSO registry),"Novice to ouvert, boys and girls; organized league play, tournaments, Basketball Québec affiliation",Ligue Basketball Québec (LBQ),BMAA and NMAA CBMN teams listed on LBQ's Kreezee site (ligue-basketball-quebec.kreezee-sports.com),community nonprofit,Zeffy (memberships); LBQ league platform = Kreezee,verified,https://www.zeffy.com/en-US/ticketing/adhesions-de-club-de-basketball-de-montral-nord-cbmn--2025,
Club Sportif Louisbourg-Cartierville,Quebec,Greater Montréal — Montréal,Montréal (Cartierville),,514-942-5020,harrylamarre@hotmail.com,http://www.clubsportiflbc.org,Harry Lamarre — contact/lead,Youth basketball (Basketball Québec affiliated),,,community nonprofit,,primary,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,Basketball Québec lists city as Laval; club is Bordeaux-Cartierville area
Cardinaux de Carignan (SWSD Basketball),Quebec,"Montérégie (Vallée-du-Richelieu), QC",Carignan,Practices in Carignan and Richelieu,438-334-0922,swsdbasketball@gmail.com,https://swsdbasketball.com/cardinaux,Endy Estrella — Basketball Québec registry contact,Competitive team grades 5-6 (two practices/week Sept-Mar + matches vs regional teams); Camp estival MSH summer camp,,,community program / small private organization (classification not published),,primary,https://swsdbasketball.com/cardinaux,
